-1.669058541787819649e+00,-1.164019503287794421e+01,1.851277118338672256e-01
-1.525972515411785135e+00,-9.581283172077347032e+00,3.070073093639663075e-01
-1.415282347215745862e+00,-6.861261150143697307e+00,1.464004013212466815e-01
-1.310256723701537673e+00,-3.521025236894052224e+00,4.511082835096760224e-01
-1.229827913449060617e+00,-2.529189116770460988e+00,3.276043579195879740e-01
-1.144273735162701700e+00,-1.961617116545104844e+00,2.229390671659398082e-01
-1.051456925201227577e+00,-3.410528622313917957e+00,1.782483192603331879e-01
-9.791247414359041112e-01,-1.496034382332711798e+00,1.436034881501470351e-01
-9.058594166857752983e-01,-2.641910245504593302e+00,1.400185469057000920e-01
-8.207649098592642023e-01,-1.190807427697188281e+00,1.729073298664629554e-01
-7.596710445937340239e-01,-8.425725683271840794e-01,3.472393901401233940e-01
-6.971025107820695288e-01,-5.176653734160915343e-01,3.443324590078198910e-01
-6.257596467827426512e-01,-1.177715549690225183e+00,3.608976898459666516e-01
-5.486507063270107398e-01,-1.464572192044852061e-01,2.000900781434737652e-01
-4.652111088730458421e-01,1.457718275861686230e+00,2.692574631119105666e-01
-3.788537146082685547e-01,2.068274250768408429e+00,2.504612106857240783e-01
-2.841204407115208719e-01,2.546951942676719760e+00,1.414754701483708910e-01
-1.890263601103297775e-01,6.454671644334816216e-01,3.058164198077750751e-01
-1.106203515590396536e-01,3.008401832977183776e+00,3.936727808606705348e-01
-7.526146303392693832e-03,2.082531096373030355e+00,2.784646230074850348e-01
8.728509001122240762e-02,3.441723889091675481e+00,2.788934145545183818e-01
2.041273068181387873e-01,3.576367458310378389e+00,9.127066382018605983e-02
3.294574938416961474e-01,3.696609463804149343e+00,3.640105762757580576e-01
4.659214931718871910e-01,2.524304580731654646e+00,2.366930832276630259e-01
6.398185042641214570e-01,2.432802458467026696e+00,1.410169297688179946e-01
8.428810213816751995e-01,3.753431909663781152e+00,1.766954821430798406e-01
1.075776417921233241e+00,3.574155753032843386e+00,3.827858737328659333e-01
1.437453279615744872e+00,4.839559679690885297e+00,3.828282986963184031e-01
2.648066599396810883e+00,6.077654313707713030e+00,3.366142859061001524e-01
