-2.000000000,-12.488961305
-1.951515152,-11.852475807
-1.903030303,-11.238338321
-1.854545455,-10.645609905
-1.806060606,-10.073404725
-1.757575758,-9.520886931
-1.709090909,-8.987267674
-1.660606061,-8.471802243
-1.612121212,-7.973787343
-1.563636364,-7.492558491
-1.515151515,-7.027487544
-1.466666667,-6.577980338
-1.418181818,-6.143474446
-1.369696970,-5.723437058
-1.321212121,-5.317362962
-1.272727273,-4.924772635
-1.224242424,-4.545210440
-1.175757576,-4.178242925
-1.127272727,-3.823457218
-1.078787879,-3.480459516
-1.030303030,-3.148873668
-0.981818182,-2.828339848
-0.933333333,-2.518513307
-0.884848485,-2.219063217
-0.836363636,-1.929671587
-0.787878788,-1.650032256
-0.739393939,-1.379849965
-0.690909091,-1.118839493
-0.642424242,-0.866724862
-0.593939394,-0.623238612
-0.545454545,-0.388121130
-0.496969697,-0.161120039
-0.448484848,0.058010350
-0.400000000,0.269509541
-0.351515152,0.473611301
-0.303030303,0.670544064
-0.254545455,0.860531283
-0.206060606,1.043791746
-0.157575758,1.220539851
-0.109090909,1.390985837
-0.060606061,1.555335991
-0.012121212,1.713792812
0.036363636,1.866555150
0.084848485,2.013818315
0.133333333,2.155774158
0.181818182,2.292611138
0.230303030,2.424514350
0.278787879,2.551665551
0.327272727,2.674243157
0.375757576,2.792422228
0.424242424,2.906374440
0.472727273,3.016268040
0.521212121,3.122267801
0.569696970,3.224534953
0.618181818,3.323227121
0.666666667,3.418498249
0.715151515,3.510498524
0.763636364,3.599374292
0.812121212,3.685267980
0.860606061,3.768318008
0.909090909,3.848658716
0.957575758,3.926420276
1.006060606,4.001728620
1.054545455,4.074705367
1.103030303,4.145467757
1.151515152,4.214128586
1.200000000,4.280796157
1.248484848,4.345574228
1.296969697,4.408561973
1.345454545,4.469853956
1.393939394,4.529540105
1.442424242,4.587705700
1.490909091,4.644431376
1.539393939,4.699793127
1.587878788,4.753862326
1.636363636,4.806705758
1.684848485,4.858385657
1.733333333,4.908959763
1.781818182,4.958481379
1.830303030,5.006999452
1.878787879,5.054558655
1.927272727,5.101199483
1.975757576,5.146958363
2.024242424,5.191867769
2.072727273,5.235956350
2.121212121,5.279249070
2.169696970,5.321767353
2.218181818,5.363529240
2.266666667,5.404549554
2.315151515,5.444840072
2.363636364,5.484409708
2.412121212,5.523264697
2.460606061,5.561408791
2.509090909,5.598843457
2.557575758,5.635568084
2.606060606,5.671580187
2.654545455,5.706875624
2.703030303,5.741448804
2.751515152,5.775292913
2.800000000,5.808400121
